"wf_unit","survey_id","wf_item_id","survey_response_score"
30,11393,9,4
24,12278,9,4
10,11769,8,4
16,10090,6,5
20,11336,3,5
17,12168,2,4
24,10738,10,5
43,11486,10,4
52,12319,9,4
30,12243,8,4
15,10535,7,4
30,11397,4,4
35,10409,2,5
23,12173,1,5
21,11428,8,5
26,11847,3,4
23,11722,6,4
20,10151,6,4
4,12054,3,5
13,10060,8,4
52,17017,3,4
2,10331,9,3
7,10309,4,3
23,11413,10,2
35,10874,6,4
17,11920,1,3
15,12776,3,4
45,11211,10,3
23,11436,10,4
24,11595,10,4
7,10204,9,3
35,11569,2,4
52,11226,5,5
5,10294,10,3
13,10059,3,3
18,11926,2,5
34,11565,2,4
9,10583,10,4
23,11414,5,4
48,11194,3,3
54,11062,9,4
38,10731,6,4
4,11946,7,4
15,12207,9,4
52,10849,5,3
16,10090,10,4
55,11064,4,2
7,11794,3,3
16,12216,10,4
24,12068,5,4
47,11237,7,4
41,11204,8,4
12,10547,3,4
24,10600,10,3
43,11855,4,5
24,10110,6,3
41,12260,2,5
22,10077,5,4
7,11957,7,4
41,13150,3,5
2,15605,4,5
4,12055,3,4
12,10498,9,5
23,11032,4,4
51,14509,4,4
12,11922,7,4
43,10426,4,4
4,12055,5,4
46,11873,5,4
20,11675,4,2
4,15630,4,3
30,11741,8,5
7,10313,1,1
13,11817,6,4
23,11416,6,4
23,10723,6,3
9,11765,5,4
6,10280,2,4
4,11659,4,4
10,11744,4,4
40,10655,8,4
9,12229,3,4
52,11524,10,4
16,10091,9,4
6,10184,10,4
7,11794,8,3
9,10972,8,4
6,10790,6,5
16,11909,6,5
22,10077,2,4
24,12071,9,5
25,11597,6,5
31,12245,4,4
6,10054,5,4
43,11855,7,4
7,10314,9,4
43,11854,10,4
13,11879,5,4
10,11916,8,5
22,11431,5,3
23,11720,5,4
10,10066,2,4
4,11660,7,4
6,10186,8,5
46,12292,9,4
23,11347,10,4
43,11126,9,3
10,10974,8,4
13,11931,2,4
5,10053,7,2
22,11014,9,4
17,12226,2,5
30,11395,10,4
49,11197,9,4
5,10970,3,2
23,11346,2,5
41,10448,5,5
20,11003,10,3
24,11829,7,5
36,10784,8,5
10,11969,8,3
24,11445,2,4
22,11716,9,5
23,11654,10,4
20,10576,10,4
23,10725,1,4
53,15474,4,4
25,11361,6,4
41,12258,4,4
25,11841,10,4
23,11034,1,4
41,11616,1,5
38,10731,3,5
34,10872,8,4
16,10136,1,4
29,11387,5,4
24,10291,8,4
40,12109,6,5
12,11774,9,4
15,11991,7,5
25,12074,8,5
20,10371,2,4
6,10804,4,4
16,12801,4,5
38,11023,4,4
46,11874,4,4
53,15472,3,4
16,12011,4,4
13,10515,3,4
42,10017,3,4
43,11487,10,4
10,10067,2,5
25,10522,6,4
22,13356,4,4
55,10759,7,3
25,10529,3,5
51,10740,9,4
16,10118,6,3
20,14316,3,5
23,11344,1,4
16,10351,7,4
26,11603,5,3
9,10586,3,4
37,11022,7,4
20,10575,6,2
41,12242,7,5
16,10565,10,4
53,13868,3,3
14,11685,6,4
52,17019,3,5
10,10948,9,2
9,10972,2,2
5,10053,3,4
40,11305,6,2
13,11931,6,2
40,10653,6,4
23,11032,5,4
9,10961,7,4
52,17018,3,3
24,12276,3,5
53,14476,3,2
52,10545,10,4
52,11094,6,3
7,12042,4,4
40,10737,1,1
20,11469,7,4
16,10118,4,3
22,10387,6,4
23,12170,10,4
41,11619,3,5
40,11307,2,4
51,10741,8,5
16,10087,8,2
35,11572,5,4
43,10911,7,5
16,10564,2,5
7,11795,3,5
41,11582,3,5
12,11749,2,1
23,10285,5,4
43,11124,9,5
32,11399,3,5
28,10629,8,3
12,10497,6,4
51,12314,2,5
41,12111,1,4
16,12010,9,4
25,11843,7,5
9,10960,10,5
41,10448,3,5
20,11331,6,4
54,10758,9,2
35,11571,6,4
18,10363,2,4
13,11978,5,3
12,10191,3,5
21,12151,6,4
16,10136,8,4
4,10269,7,4
7,12212,6,4
43,11501,10,2
42,10450,5,4
13,16667,4,5
49,11535,8,2
20,11336,2,4
13,11929,4,5
54,11089,8,4
37,12256,9,4
52,11543,7,4
10,11994,10,4
16,10091,7,2
9,10032,2,4
7,11795,7,5
24,11424,2,4
43,12123,1,3
20,11330,9,4
53,15420,4,4
55,10661,2,4
23,10732,3,4
23,10284,8,5
2,10331,4,3
41,11584,10,4
41,11203,2,5
9,12229,8,5
24,11356,3,5
35,11590,5,4
12,12184,9,3
47,13315,3,5
40,12108,2,2
6,12210,10,5
9,10585,7,4
17,11700,9,4
9,10199,9,4
36,10785,4,3
41,11582,10,5
5,10970,10,4
23,11035,2,5
40,11580,3,4
11,12535,3,4
51,11223,6,4
12,11998,9,5
18,15778,4,4
54,10758,8,4
46,12292,8,5
4,10965,4,4
24,10599,6,5
20,11333,7,4
40,10653,1,1
4,10964,9,4
21,11475,7,4
47,11515,5,4
23,11349,10,4
56,11055,10,5
33,10634,6,5
46,14142,3,4
55,10759,9,3
29,10932,4,4
20,10152,2,5
53,10879,3,3
33,11400,7,5
23,11434,1,4
49,12309,3,5
6,10185,4,4
25,11841,5,4
29,11877,2,4
54,12329,8,5
8,11896,3,4
20,11002,2,2
24,11425,2,4
16,10544,3,4
24,11353,2,5
13,12193,5,4
24,10111,2,4
17,10137,5,4
34,11565,4,4
4,10965,10,4
36,10412,9,5
16,12010,6,4
20,10576,4,4
52,10489,3,4
24,12276,8,4
25,12286,2,3
17,10121,9,4
15,10534,10,3
48,12287,4,4
18,11466,3,4
16,12011,3,5
7,10205,7,5
52,11523,5,5
54,10758,6,4
15,12342,9,4
13,11928,2,5
23,10503,6,4
38,11576,6,4
40,11306,4,5
22,11430,5,4
25,11840,9,4
42,10450,6,4
52,11226,9,5
43,11122,6,4
35,10719,6,4
10,11905,3,5
37,11021,3,5
10,10063,2,5
15,11690,10,4
8,13947,3,4
30,10104,8,5
22,11404,2,3
13,10647,10,4
41,10447,1,4
30,11394,10,2
13,10647,8,4
48,11194,5,3
55,11480,4,5
30,11739,7,3
53,14408,4,4
55,11075,3,4
45,10467,6,3
22,10382,3,3
22,11013,7,4
36,10411,6,3
16,10246,8,4
35,12096,8,4
20,10380,9,4
32,11399,10,4
6,10307,6,5
8,11731,7,5
4,10270,3,5
23,11034,8,5
10,10974,4,4
10,11767,2,2
19,11987,6,5
18,12020,8,5
4,11660,8,4
52,10489,5,4
12,11918,3,5
51,12314,9,4
22,11011,6,2
12,10499,5,5
22,11715,6,4
20,10706,3,3
25,12285,7,5
16,10089,3,4
24,10595,3,5
25,10322,7,5
20,10689,7,4
53,15419,3,4
24,10320,4,4
41,10419,5,4
23,11437,9,4
25,10049,9,4
25,10200,10,4
2,10165,10,4
45,11211,6,4
23,11721,4,4
16,10245,1,5
52,11093,7,3
24,10109,6,4
24,10319,10,5
23,10282,1,4
53,15423,3,3
25,12745,4,5
30,11395,5,4
20,10577,10,4
47,13315,4,5
5,10053,5,4
35,11293,4,4
16,10229,10,4
30,10106,3,4
13,11931,9,3
30,10379,9,4
2,10686,5,3
56,11533,4,5
23,12171,8,4
51,10486,7,4
4,10270,8,5
49,11197,4,4
24,10289,10,4
39,11304,7,3
20,11330,6,4
14,11685,3,4
6,10184,3,4
23,10724,10,3
29,10932,10,4
2,10165,7,5
53,14421,4,4
20,10707,9,3
6,10277,10,5
35,10779,4,4
43,11122,1,3
10,10066,10,4
36,11020,9,4
41,11834,4,5
10,10174,9,4
49,10485,5,5
30,10105,9,4
22,11014,3,3
41,12257,9,4
53,11044,2,4
24,10738,8,5
23,11035,5,5
52,11521,6,3
25,10113,4,4
35,14919,3,4
7,12042,10,4
24,10109,4,5
53,13876,3,2
9,10973,4,4
4,10182,4,4
41,12258,2,4
49,11534,5,4
16,10118,9,3
51,11518,5,4
22,11430,3,4
46,11873,7,4
18,11465,5,4
46,11185,5,4
13,10556,7,4
20,11474,9,3
30,11394,2,4
9,10170,5,5
10,11769,9,2
4,11750,10,4
30,11398,4,4
24,10108,2,4
15,16012,3,4
40,10654,1,2
23,11435,1,2
25,11597,4,5
6,10279,2,4
9,10585,1,2
24,12072,3,5
25,10116,3,5
51,11520,10,4
52,11100,5,4
19,11987,4,5
28,10629,9,3
41,11616,8,5
43,11488,10,4
46,12293,5,5
5,12693,4,4
20,11474,5,4
2,11960,10,2
25,10114,2,4
12,10004,7,4
53,10751,4,3
19,15808,3,1
36,10785,6,3
20,11335,4,4
51,11223,3,4
37,12236,9,5
25,10114,7,4
24,10319,2,2
13,16203,3,5
6,10277,9,5
51,11243,9,2
13,10555,3,4
22,11342,8,4
23,11033,2,5
53,15275,4,3
4,10982,8,4
21,12151,10,4
43,10426,8,4
35,10989,7,4
6,10789,4,3
34,10635,4,3
8,11764,3,4
34,10635,5,4
49,10833,6,4
16,10565,8,5
37,11021,7,5
20,12146,7,3
27,10023,6,4
38,12102,7,4
37,12237,2,5
4,11658,5,3
7,10807,7,4
35,15556,4,3
10,11743,8,4
29,10882,5,4
16,11696,6,2
25,10113,6,5
52,12319,10,4
15,12342,3,4
12,11748,4,4
12,10985,10,3
13,11878,10,3
46,11420,3,4
23,10503,5,4
53,11163,6,4
53,10751,6,4
25,10602,5,5
11,10092,5,5
9,10960,3,5
4,11661,8,4
22,11716,3,5
45,11509,8,5
46,11185,10,4
40,11580,1,3
51,12314,4,4
22,11342,3,4
41,12258,3,4
15,10560,10,2
23,10723,1,4
54,12329,10,5
13,11817,5,4
30,16509,4,3
43,10911,2,5
30,11286,7,5
40,12110,1,1
51,12314,3,4
4,11661,9,3
7,10176,2,4
13,11983,4,4
30,12060,6,5
33,12246,5,4
7,12041,10,4
16,10136,5,4
23,11415,6,4
54,11061,2,2
42,10449,4,4
6,10281,7,3
38,12102,3,4
55,11480,10,4
12,11922,4,4
7,11793,5,4
12,11976,5,5
43,11502,7,4
10,11916,2,5
10,10590,6,5
13,10556,9,4
44,11505,5,4
40,10653,7,2
25,11838,5,5
41,11582,6,5
16,10544,8,4
51,11542,4,5
30,12244,2,4
15,16338,3,4
34,10155,5,4
10,11968,8,4
22,11008,10,5
22,11715,2,4
24,11829,8,4
35,11568,1,1
36,10642,7,4
36,12100,4,4
42,10422,4,5
8,14168,3,4
41,11834,6,4
9,16178,3,3
23,10504,6,4
25,10523,6,4
13,10651,10,4
6,12210,2,5
35,10874,3,4
10,10590,2,5
29,10929,2,3
30,10846,4,2
23,11345,1,3
24,10595,2,4
26,10019,10,4
25,10117,9,4
37,10730,7,4
16,11697,5,4
12,11998,3,5
6,11790,2,3
13,10648,6,4
10,11733,4,2
12,10497,10,4
31,10384,4,5
23,10078,4,4
52,11092,3,5
16,11910,10,4
10,10066,8,5
20,12146,9,4
24,12274,5,5
35,12253,6,5
54,11168,10,5
22,11430,4,4
42,10449,8,4
25,10602,8,5
20,12148,8,3
4,12054,10,5
24,12071,5,5
47,11515,10,4
16,10228,6,4
24,11037,7,4
13,10652,2,4
55,11046,7,4
51,11098,4,4
41,12111,9,4
35,12249,9,2
16,10349,1,2
7,10820,6,4
45,11211,7,4
7,12045,1,4
17,11920,10,4
10,10174,10,4
20,11675,3,3
52,11154,9,4
34,11565,6,4
24,11354,3,5
20,10577,3,5
7,10820,4,5
6,11982,10,4
15,10535,2,4
24,11425,5,4
12,10004,2,2
21,10324,9,4
15,11691,10,2
18,11826,6,4
23,11655,10,4
13,10097,9,4
25,10116,9,5
4,12052,4,4
35,11589,4,4
13,10555,4,4
17,11463,6,4
10,11766,10,5
35,12251,9,4
16,12159,6,3
12,11774,3,4
35,12679,4,5
35,13791,3,5
30,10106,4,4
30,10770,10,4
10,10590,4,5
16,12010,8,4
23,12170,9,4
48,11194,6,4
7,10210,5,4
28,16466,4,2
12,11809,2,4
18,11465,8,4
41,12242,8,5
53,10879,7,4
43,11122,4,4
51,11223,4,5
23,11343,10,4
20,11673,7,4
43,10460,6,2
32,16524,4,5
36,11575,6,4
16,11698,7,3
13,11817,4,4
23,10388,1,4
25,11597,9,5
26,10953,6,4
16,10229,6,4
18,12020,7,4
38,11300,8,4
15,16394,3,4
23,11035,8,5
38,11023,7,4
40,10655,7,4
4,12055,4,4
35,12095,2,4
12,11809,4,5
22,11716,4,5
30,11739,2,5
7,10313,3,2
23,10721,10,4
18,11826,7,5
34,10635,7,4
18,10363,6,4
23,12169,3,4
35,11573,6,4
45,11135,3,4
8,12224,3,5
4,12052,2,4
20,11469,8,4
26,12755,4,4
43,11125,2,2
10,10949,2,4
48,12287,5,4
8,10208,8,4
23,10078,8,4
34,11564,5,4
53,15473,3,4
32,11399,6,2
23,11434,9,4
35,12249,8,4
7,11756,6,3
25,10200,4,5
20,11711,6,4
17,12174,10,4
6,10296,8,4
23,10732,9,4
18,10579,7,4
16,10229,7,4
20,10703,8,4
25,10322,3,4
30,11741,3,4
6,10971,6,4
51,11518,8,4
7,10159,1,4
2,12185,10,3
30,11398,10,5
37,13132,3,5
25,10113,9,5
23,10725,5,4
13,10514,2,4
7,11885,5,4
17,10137,6,4
16,12217,10,4
16,10229,2,4
23,11343,9,4
24,10597,9,2
22,11030,3,4
49,14778,3,5
20,10690,6,4
15,10533,10,3
7,12211,2,4
24,10319,8,5
9,10199,6,3
12,10190,4,5
20,10490,3,4
41,12242,1,5
40,10737,2,2
52,11076,4,3
20,11336,4,5
4,11636,3,5
46,11420,8,5
10,11994,2,3
9,11901,5,4
12,11918,6,3
25,10113,7,4
12,10191,2,4
10,10951,10,4
34,11588,3,4
16,11697,7,4
10,11967,8,5
43,11120,5,4
18,11465,2,4
16,16022,3,5
17,11700,4,4
33,11400,4,5
29,10930,6,3
18,11926,6,4
46,11137,3,4
46,10468,5,5
55,12330,2,4
52,11067,10,2
43,11486,1,3
24,11357,4,5
12,10002,2,2
26,11847,9,4
16,12012,8,5
9,10588,1,3
52,11077,6,4
46,11419,6,5
10,16834,3,4
23,11436,3,4
25,11361,3,4
25,11254,8,5
12,11810,10,5
23,10721,7,5
16,11908,3,4
54,11062,5,4
35,12254,6,5
2,11628,3,4
53,13872,4,4
30,11739,9,4
13,11983,6,4
16,10349,8,4
53,11044,8,4
22,11341,9,2
43,11854,1,5
36,10642,10,4
26,11847,7,4
30,10844,6,4
25,12286,10,5
7,10310,2,4
40,11580,8,4
20,11333,8,4
22,11012,5,4
13,11931,8,4
6,10805,6,4
52,17020,4,4
24,10292,7,4
35,11573,1,5
49,14782,3,4
13,10648,4,5
51,11224,2,4
9,10972,1,2
15,12342,4,4
47,12135,7,4
20,11330,4,3
35,11572,6,4
43,11854,3,5
16,12011,6,4
7,10807,3,4
25,10201,7,5
36,12101,8,4
28,13756,3,4
40,11833,7,4
16,11908,4,2
35,11589,1,4
6,11982,4,4
13,10650,6,4
23,10504,4,4
53,11107,6,5
36,10782,2,2
25,10049,5,5
8,14170,3,4
35,12678,4,4
17,12175,1,5
20,11335,9,4
23,10800,9,4
4,11658,10,4
51,11224,5,4
41,10418,1,4
13,12194,5,4
40,11833,10,4
51,11542,3,2
7,10818,8,5
16,12012,4,5
30,10709,3,4
22,11009,3,5
52,11523,10,5
49,13325,3,2
24,10290,3,4
12,10191,9,5
49,11534,6,4
8,12224,4,5
54,11530,4,4
53,10751,8,4
24,10597,2,3
13,11878,6,4
49,10484,3,4
51,11243,8,4
49,11940,2,4
23,11344,4,4
25,11839,2,2
25,10523,5,5
10,10066,5,4
40,11306,10,4
51,11943,9,4
13,12542,4,3
29,16471,4,5
24,10318,2,4
16,10090,8,4
15,11900,3,4
55,11063,5,4
37,10730,2,3
35,10779,1,2
52,10487,5,3
51,11537,9,4
9,11902,7,4
23,10723,5,5
36,10642,5,4
24,12069,6,5
9,11805,10,4
10,12230,2,4
13,12192,10,4
10,10948,3,2
14,10524,5,4
9,10973,1,3
23,10732,2,4
7,11885,2,3
51,10740,7,2
30,10771,8,5
51,10837,6,2
35,11293,8,5
18,10264,8,2
4,10272,3,5
12,11747,8,4
35,11572,10,2
30,12243,7,5
10,10033,5,4
35,10875,3,4
52,10743,2,5
4,10982,5,4
37,11600,7,4
24,10109,7,2
49,12309,2,3
36,10413,5,4
6,10279,10,5
20,10577,5,4
25,11838,4,4
16,10349,10,4
7,10210,10,4
56,11055,7,5
7,12212,7,4
10,10063,8,4
23,10725,9,4
43,10043,7,4
7,10309,9,3
11,11917,6,2
17,10137,4,3
31,10774,9,5
35,10778,1,2
15,11899,7,4
7,11796,5,4
23,11717,6,4
19,12652,4,4
40,12241,6,3
23,11435,2,4
6,10054,3,4
12,10003,8,5
53,11163,3,4
30,10708,10,5
36,10784,10,4
43,11483,7,4
13,10554,6,2
13,11816,2,2
17,11921,2,4
44,11505,9,4
36,11020,10,3
6,10164,5,4
16,11697,3,4
35,14352,4,4
13,10944,8,5
30,11392,8,4
6,10184,9,4
16,11698,5,4
43,10461,10,4
25,11840,3,4
33,10634,5,5
9,11804,2,2
41,10448,7,3
24,10600,4,4
7,10820,3,5
9,11904,2,4
30,10845,2,4
24,10599,9,5
16,12011,7,4
30,12087,4,4
12,11811,9,2
42,11620,10,5
34,16539,4,5
6,10054,4,4
15,11689,2,4
10,12231,3,4
23,11033,1,5
23,10504,10,4
4,11946,4,4
40,12241,1,3
9,11806,8,4
24,12272,8,4
26,10530,7,4
47,10481,6,4
4,11659,8,5
22,11432,3,4
20,10056,8,4
7,10313,8,2
38,11601,2,4
49,14708,3,5
7,12211,7,4
46,10468,6,5
55,12330,8,4
1,10685,5,4
35,10636,8,3
36,10412,7,4
12,10001,10,3
23,11414,6,2
42,10016,5,4
4,11786,5,4
23,10723,9,5
7,11757,3,5
30,11396,10,4
18,11926,7,4
8,11764,5,4
9,12229,10,4
18,10363,9,3
30,11398,3,4
25,10005,3,4
4,12726,4,4
23,10389,2,5
16,11910,7,4
22,11430,7,4
29,11386,7,4
51,12314,7,4
41,10421,1,5
25,11255,4,5
35,11292,7,4
43,11123,1,4
25,10528,4,2
4,11970,4,4
37,12236,7,5
15,12206,2,3
12,11745,3,5
41,10448,9,5
24,12272,7,5
29,10928,6,3
24,12274,10,5
52,11095,6,5
22,15195,3,4
41,10418,5,4
30,11739,6,4
7,11884,4,3
9,10973,3,4
46,12127,8,5
36,11575,3,4
29,10374,9,4
19,11987,3,5
20,10705,9,4
35,11293,6,4
8,11799,8,4
12,11975,2,3
12,11918,2,3
40,12108,6,3
20,10704,3,3
20,11711,4,4
35,10873,9,4
52,10851,6,4
12,11772,5,4
28,10881,8,4
43,11489,8,5
41,12112,4,3
8,10941,7,5
51,17013,4,5
22,11431,6,2
25,11841,9,4
36,11599,3,5
23,11717,3,5
29,10932,8,4
41,11617,3,5
12,11997,9,5
55,14413,4,4
30,12087,5,5
12,11975,4,4
18,11825,6,4
25,11840,2,4
23,10720,9,4
20,10373,4,3
35,10156,6,5
42,10449,2,4
12,11998,2,3
36,12100,9,5
10,10951,3,4
7,10159,2,5
51,11244,4,4
12,10004,5,4
53,10879,10,3
13,10514,3,1
52,11076,9,4
2,10165,9,5
10,10063,9,4
2,11682,10,5
48,11146,9,3
12,11775,9,4
20,10372,3,3
13,11817,2,4
7,11886,1,4
12,11746,8,4
10,11905,7,4
29,10698,10,3
7,10830,9,5
8,10179,5,2
4,11637,4,3
35,13635,4,4
25,10113,10,5
10,10174,4,4
23,10502,3,4
41,10015,7,5
51,11519,8,4
41,11204,10,4
16,10135,5,4
7,11956,8,3
49,11197,6,2
52,11453,6,4
22,11430,9,3
25,11843,10,5
41,16566,3,4
23,15157,4,5
23,11348,5,4
37,12256,3,5
20,11672,8,4
2,11782,10,3
18,11704,9,4
20,10055,6,1
20,11676,3,4
24,10318,10,4
35,10777,6,3
35,12094,6,1
52,11093,5,4
50,11941,3,2
51,11098,9,4
5,10969,10,3
29,10932,9,4
10,10495,2,3
51,11542,9,4
17,12167,6,5
2,10331,8,3
23,11717,1,5
53,10879,2,5
25,10117,7,4
10,10066,4,4
8,10179,6,4
25,11360,5,4
10,11744,3,5
7,11757,7,5
15,11899,4,4
7,12220,3,5
16,10119,1,4
28,14882,4,5
43,12123,3,3
23,11036,7,4
30,12086,8,4
24,11356,8,5
43,11489,10,5
20,10153,3,5
15,10560,8,4
54,11061,5,2
24,11038,2,4
53,14442,3,1
35,10156,7,4
37,12256,5,4
10,11915,6,4
33,15510,3,5
7,12042,7,4
55,11109,7,2
36,12235,2,4
7,10205,10,5
40,10814,3,4
10,11767,6,1
43,11487,1,3
30,12244,4,3
26,11603,9,3
38,11576,4,3
20,11335,8,4
7,10830,1,4
51,10740,10,3
2,10336,7,4
30,12086,2,4
35,10406,10,5
7,11957,10,4
43,11326,4,4
2,11630,8,5
49,12310,2,3
23,12170,1,4
13,10651,4,4
6,10971,10,4
38,11023,3,4
42,10817,7,1
20,10705,10,4
25,10528,5,3
36,10643,10,4
24,11037,6,4
24,11445,8,4
12,11922,9,4
41,11115,7,4
9,11903,9,4
52,11067,8,4
52,11100,8,4
16,16189,4,4
29,10931,8,4
41,11204,4,4
35,10780,2,4
47,10481,4,5
25,11361,8,4
35,13635,3,3
24,11829,10,4
43,11503,9,4
36,10783,10,5
51,11152,6,4
36,10784,7,4
4,10306,4,4
40,10014,9,4
20,10576,5,4
23,10722,2,4
53,11107,4,5
9,10587,6,5
36,10413,7,4
16,10090,2,3
10,11915,5,4
40,10416,10,4
12,10001,3,4
12,11773,8,4
7,10310,7,4
52,11523,4,4
9,11904,5,4
13,10646,10,4
35,11573,10,4
12,11997,5,4
12,10985,7,3
10,11769,2,4
23,10721,8,5
52,10743,8,5
35,11567,3,3
16,10087,6,2
16,10091,3,4
10,10173,2,4
6,10187,6,5
52,11225,7,4
35,10875,6,4
49,11538,5,4
12,11745,8,5
23,11437,7,4
24,10738,9,4
16,12012,9,4
30,10709,5,5
13,11816,9,4
14,10524,9,4
7,11957,8,4
18,11704,7,4
43,11486,4,4
7,12213,4,4
18,13021,3,4
43,10044,3,4
6,11789,3,4
55,11075,7,5
16,11697,8,4
23,10502,2,4
43,10044,6,4
37,11021,2,4
9,10032,8,4
30,12060,3,4
30,12244,9,4
30,11286,8,4
12,11918,5,5
17,12175,3,5
41,10448,8,5
12,11812,9,5
7,10315,2,5
23,10502,10,4
7,10158,4,3
23,10388,2,4
51,11541,9,4
24,10519,3,4
13,10646,6,4
51,14617,3,4
37,11021,9,4
23,11655,3,4
13,10554,3,5
12,10499,9,5
54,12329,5,5
34,10404,9,4
46,11420,7,4
5,10294,4,5
49,11535,3,5
22,11407,3,4
37,10730,5,4
13,10555,7,4
16,10134,4,4
35,11570,4,4
51,11945,2,5
7,10158,1,2
52,11454,5,4
10,10174,6,4
37,11600,2,5
30,11395,3,4
40,10417,6,4
20,10688,5,5
41,11585,3,4
24,11353,4,4
20,11712,5,4
52,17018,4,3
13,11984,10,4
7,12044,5,2
12,11771,3,4
7,10316,1,4
20,10578,4,2
16,11910,8,4
7,16269,3,5
46,12127,3,5
2,11682,4,5
52,11543,10,4
9,11765,10,4
24,11354,10,4
10,12231,6,4
13,12003,4,4
20,12148,10,4
25,11841,7,4
24,11830,3,5
6,10307,2,5
25,11360,7,3
30,10104,3,5
24,10519,6,4
9,11903,2,4
24,12277,3,4
10,11733,2,5
24,10596,6,4
9,11901,9,3
7,10176,4,5
9,10032,9,3
23,10716,5,4
54,11062,7,2
25,10114,4,5
10,10950,5,4
18,10253,9,4
13,11931,7,2
9,10960,2,5
41,11204,9,4
23,11347,3,4
20,10055,3,3
17,12167,4,4
9,12702,4,1
52,11095,8,5
8,11799,5,4
20,12146,2,4
54,11062,8,4
24,11828,2,4
12,10546,9,4
24,10290,7,3
10,11733,9,4
51,11151,6,4
46,10469,9,4
18,11664,2,4
10,11969,2,4
20,10707,10,2
30,12244,6,5
25,11041,9,3
22,10381,5,4
41,10447,2,4
56,14437,3,5
4,12053,10,4
4,12197,3,3
6,16263,4,4
13,11928,5,4
30,10844,2,4
7,10809,5,4
20,12480,4,3
5,10969,3,4
40,10446,8,4
52,10848,2,4
13,12192,5,5
20,10057,3,4
16,10248,2,4
51,12314,8,4
23,13357,4,5
7,12042,6,4
35,11571,2,4
39,11301,2,4
7,12040,1,4
36,10784,9,4
24,12278,6,4
6,16321,4,4
4,12053,6,3
20,11336,5,4
8,12224,2,5
27,10605,3,3
34,11564,4,5
8,10208,4,4
32,10385,3,4
24,12276,5,5
24,10291,6,4
20,11474,10,4
30,10106,2,4
43,11483,5,4
19,11987,9,4
41,10816,5,5
24,12068,9,3
24,10292,8,4
47,10481,5,5
10,10494,3,3
5,10970,4,4
22,11431,7,4
46,12294,2,4
46,10468,10,5
24,11353,10,5
15,15766,4,4
24,12070,4,5
35,12094,2,4
40,11202,5,4
35,10409,8,4
7,11885,6,3
29,10929,8,4
53,11045,8,4
22,12163,7,4
51,10740,6,4
4,11659,3,4
53,15423,4,3
41,12257,8,4
35,11294,4,2
23,12173,10,4
24,10595,10,4
29,10907,9,3
56,11533,7,4
25,12286,8,5
23,10800,8,4
4,12054,9,4
43,11484,10,4
23,11416,2,4
47,11237,4,4
1,10681,9,2
34,11290,4,5
10,11732,8,4
28,10906,9,4
15,10534,8,3
35,12094,5,2
49,11197,3,4
4,11641,3,4
52,10848,8,4
53,11043,6,4
43,11120,6,3
16,10245,5,5
17,11451,10,4
23,14336,4,3
54,11530,10,3
6,10804,10,4
52,11453,9,4
25,10049,8,5
7,12044,2,4
49,12304,2,5
37,11021,8,5
9,10584,6,3
4,10271,9,4
40,10417,7,3
9,10947,4,4
28,10906,5,5
8,10941,4,5
23,11348,2,4
48,11146,6,4
6,12209,7,4
6,12867,3,5
7,12045,10,4
41,11203,10,5
6,10277,8,5
36,12101,3,5
43,11126,8,4
51,13836,3,4
13,11929,10,4
10,11905,9,5
32,10385,7,3
9,11805,3,3
28,10629,5,3
20,11336,8,4
43,11484,7,4
12,10001,2,4
9,10973,10,4
7,11757,1,4
23,10078,7,4
18,12138,8,5
53,11163,4,4
22,11716,2,4
10,11967,7,5
52,11095,5,5
6,11952,2,4
2,11682,9,5
51,11944,10,4
7,12042,2,4
43,11856,2,4
18,11827,5,4
10,10949,4,4
23,11346,9,5
43,10462,7,2
51,11090,10,4
36,11299,2,4
7,11886,9,3
20,11336,7,2
17,12226,4,3
20,10380,5,5
43,10426,10,4
13,11879,10,4
42,11620,4,5
18,12020,4,4
25,10523,9,5
15,11691,6,4
30,11740,4,4
51,11519,3,4
18,10364,8,4
20,10058,9,4
23,11653,1,4
54,15289,3,5
37,12237,8,4
49,10485,9,5
30,11394,7,4
24,11252,9,2
4,10297,2,4
49,10485,7,5
1,13702,3,4
7,10175,3,5
13,15993,3,5
12,12140,7,5
12,10212,3,4
20,11334,5,4
30,10632,2,4
24,11352,5,4
2,12185,8,2
40,10653,8,4
7,10160,9,4
23,10724,5,5
51,17014,3,5
36,10782,7,2
13,11878,4,4
9,10583,5,4
2,13675,4,4
13,16322,4,4
34,11566,9,4
22,11430,2,5
16,16190,3,4
47,10046,7,4
13,12001,6,4
13,10647,9,4
26,11603,4,4
12,11745,7,5
35,11569,3,4
35,11293,1,3
4,11947,2,4
12,10548,2,4
27,10025,6,2
43,11124,10,4
51,12306,2,4
41,10421,2,5
22,10387,5,4
32,11399,2,4
16,10247,3,2
13,11878,9,4
6,10184,4,4
9,10171,5,4
29,10929,10,3
13,12149,5,4
4,10297,9,4
34,11588,5,4
22,10382,5,4
16,10248,4,3
6,11789,5,5
41,11205,5,4
54,14500,3,2
5,10053,8,4
4,10297,3,4
34,14046,4,3
16,11911,10,4
24,11355,6,4
53,13875,4,5
13,10943,10,4
6,10276,10,5
13,10097,4,5
53,11045,6,2
24,12273,4,4
14,11887,4,5
22,11011,3,4
24,12069,10,4
37,11600,4,5
20,12146,3,3
16,10118,3,3
29,11387,6,4
6,12209,3,5
38,12102,10,4
